accession	strain	sample_id	reads
CAX16467.1	uncultured bacterium	528_t1	23
CAX16467.1	uncultured bacterium	504_t3	1
CAX16467.1	uncultured bacterium	517_t0	0
CAX16467.1	uncultured bacterium	537_t1	14
CAX16467.1	uncultured bacterium	505_t0	3
CAX16467.1	uncultured bacterium	537_t3	2
CAX16467.1	uncultured bacterium	512_t0	55
CAX16467.1	uncultured bacterium	532_t3	28
CAX16467.1	uncultured bacterium	505_t3	2
CAX16467.1	uncultured bacterium	506_t3	0
CAX16467.1	uncultured bacterium	516_t3	4
CAX16467.1	uncultured bacterium	516_t2	34
CAX16467.1	uncultured bacterium	524_t2	0
CAX16467.1	uncultured bacterium	534_t2	19
CAX16467.1	uncultured bacterium	512_t1	13
CAX16467.1	uncultured bacterium	523_t1	23
CAX16467.1	uncultured bacterium	538_t3	0
CAX16467.1	uncultured bacterium	506_t1	1
CAX16467.1	uncultured bacterium	523_t2	8
CAX16467.1	uncultured bacterium	511_t2	1
CAX16467.1	uncultured bacterium	512_t3	0
CAX16467.1	uncultured bacterium	511_t3	0
CAX16467.1	uncultured bacterium	504_t0	37
CAX16467.1	uncultured bacterium	505_t2	2
CAX16467.1	uncultured bacterium	538_t1	0
CAX16467.1	uncultured bacterium	532_t2	26
CAX16467.1	uncultured bacterium	518_t1	19
CAX16467.1	uncultured bacterium	505_t1	16
CAX16467.1	uncultured bacterium	512_t2	2
CAX16467.1	uncultured bacterium	507_t3	11
CAX16467.1	uncultured bacterium	516_t0	13
CAX16467.1	uncultured bacterium	532_t1	17
CAX16467.1	uncultured bacterium	522_t2	33
CAX16467.1	uncultured bacterium	504_t2	18
CAX16467.1	uncultured bacterium	507_t2	1
CAX16467.1	uncultured bacterium	528_t3	8
CAX16467.1	uncultured bacterium	534_t0	17
CAX16467.1	uncultured bacterium	537_t2	0
CAX16467.1	uncultured bacterium	506_t0	15
CAX16467.1	uncultured bacterium	517_t1	0
CAX16467.1	uncultured bacterium	508_t2	0
CAX16467.1	uncultured bacterium	516_t1	17
CAX16467.1	uncultured bacterium	537_t0	2
CAX16467.1	uncultured bacterium	518_t2	96
CAX16467.1	uncultured bacterium	522_t1	8
CAX16467.1	uncultured bacterium	524_t1	1
CAX16467.1	uncultured bacterium	522_t0	12
CAX16467.1	uncultured bacterium	538_t0	0
CAX16467.1	uncultured bacterium	510_t3	1
CAX16467.1	uncultured bacterium	510_t1	1
CAX16467.1	uncultured bacterium	528_t0	8
CAX16467.1	uncultured bacterium	534_t3	21
CAX16467.1	uncultured bacterium	523_t3	0
CAX16467.1	uncultured bacterium	511_t1	3
CAX16467.1	uncultured bacterium	518_t0	47
CAX16467.1	uncultured bacterium	523_t0	7
CAX16467.1	uncultured bacterium	524_t0	7
CAX16467.1	uncultured bacterium	528_t2	1
CAX16467.1	uncultured bacterium	508_t1	5
CAX16467.1	uncultured bacterium	510_t0	4
CAX16467.1	uncultured bacterium	507_t1	4
CAX16467.1	uncultured bacterium	519_t3	15
CAX16467.1	uncultured bacterium	510_t2	1
CAX16467.1	uncultured bacterium	532_t0	9
CAX16467.1	uncultured bacterium	534_t1	22
CAX16467.1	uncultured bacterium	511_t0	18
CAX16467.1	uncultured bacterium	508_t3	0
AAT68577.1	Elizabethkingia meningoseptica	508_t0	0
AAT68577.1	Elizabethkingia meningoseptica	519_t2	7
AAT68577.1	Elizabethkingia meningoseptica	524_t3	0
AAT68577.1	Elizabethkingia meningoseptica	522_t3	0
AAT68577.1	Elizabethkingia meningoseptica	518_t3	0
AAT68577.1	Elizabethkingia meningoseptica	504_t1	0
AAT68577.1	Elizabethkingia meningoseptica	517_t3	0
AAT68577.1	Elizabethkingia meningoseptica	519_t1	1
AAT68577.1	Elizabethkingia meningoseptica	519_t0	0
AAT68577.1	Elizabethkingia meningoseptica	507_t0	7
AAT68577.1	Elizabethkingia meningoseptica	517_t2	0
AAT68577.1	Elizabethkingia meningoseptica	506_t2	0
AAT68577.1	Elizabethkingia meningoseptica	538_t2	0
AAT68577.1	Elizabethkingia meningoseptica	528_t1	0
AAT68577.1	Elizabethkingia meningoseptica	504_t3	0
AAT68577.1	Elizabethkingia meningoseptica	517_t0	0
AAT68577.1	Elizabethkingia meningoseptica	537_t1	0
AAT68577.1	Elizabethkingia meningoseptica	505_t0	7
AAT68577.1	Elizabethkingia meningoseptica	537_t3	0
AAT68577.1	Elizabethkingia meningoseptica	512_t0	0
AAT68577.1	Elizabethkingia meningoseptica	532_t3	0
AAT68577.1	Elizabethkingia meningoseptica	505_t3	0
AAT68577.1	Elizabethkingia meningoseptica	506_t3	0
AAT68577.1	Elizabethkingia meningoseptica	516_t3	0
AAT68577.1	Elizabethkingia meningoseptica	516_t2	0
AAT68577.1	Elizabethkingia meningoseptica	524_t2	0
AAT68577.1	Elizabethkingia meningoseptica	534_t2	2
AAT68577.1	Elizabethkingia meningoseptica	512_t1	0
AAT68577.1	Elizabethkingia meningoseptica	523_t1	0
AAT68577.1	Elizabethkingia meningoseptica	538_t3	0
AAT68577.1	Elizabethkingia meningoseptica	506_t1	0
AAT68577.1	Elizabethkingia meningoseptica	523_t2	0
AAT68577.1	Elizabethkingia meningoseptica	511_t2	0
AAT68577.1	Elizabethkingia meningoseptica	512_t3	0
AAT68577.1	Elizabethkingia meningoseptica	511_t3	0
AAT68577.1	Elizabethkingia meningoseptica	504_t0	1
AAT68577.1	Elizabethkingia meningoseptica	505_t2	21
AAT68577.1	Elizabethkingia meningoseptica	538_t1	0
AAT68577.1	Elizabethkingia meningoseptica	532_t2	0
AAT68577.1	Elizabethkingia meningoseptica	518_t1	0
AAT68577.1	Elizabethkingia meningoseptica	505_t1	6
AAT68577.1	Elizabethkingia meningoseptica	512_t2	0
AAT68577.1	Elizabethkingia meningoseptica	507_t3	0
AAT68577.1	Elizabethkingia meningoseptica	516_t0	0
AAT68577.1	Elizabethkingia meningoseptica	532_t1	0
AAT68577.1	Elizabethkingia meningoseptica	522_t2	0
AAT68577.1	Elizabethkingia meningoseptica	504_t2	0
AAT68577.1	Elizabethkingia meningoseptica	507_t2	0
AAT68577.1	Elizabethkingia meningoseptica	528_t3	0
AAT68577.1	Elizabethkingia meningoseptica	534_t0	0
AAT68577.1	Elizabethkingia meningoseptica	537_t2	0
AAT68577.1	Elizabethkingia meningoseptica	506_t0	0
AAT68577.1	Elizabethkingia meningoseptica	517_t1	0
AAT68577.1	Elizabethkingia meningoseptica	508_t2	0
AAT68577.1	Elizabethkingia meningoseptica	516_t1	0
AAT68577.1	Elizabethkingia meningoseptica	537_t0	0
AAT68577.1	Elizabethkingia meningoseptica	518_t2	0
AAT68577.1	Elizabethkingia meningoseptica	522_t1	0
AAT68577.1	Elizabethkingia meningoseptica	524_t1	0
AAT68577.1	Elizabethkingia meningoseptica	522_t0	0
AAT68577.1	Elizabethkingia meningoseptica	538_t0	0
AAT68577.1	Elizabethkingia meningoseptica	510_t3	0
AAT68577.1	Elizabethkingia meningoseptica	510_t1	0
AAT68577.1	Elizabethkingia meningoseptica	528_t0	0
AAT68577.1	Elizabethkingia meningoseptica	534_t3	0
AAT68577.1	Elizabethkingia meningoseptica	523_t3	0
AAT68577.1	Elizabethkingia meningoseptica	511_t1	0
AAT68577.1	Elizabethkingia meningoseptica	518_t0	0
AAT68577.1	Elizabethkingia meningoseptica	523_t0	0
AAT68577.1	Elizabethkingia meningoseptica	524_t0	0
AAT68577.1	Elizabethkingia meningoseptica	528_t2	0
AAT68577.1	Elizabethkingia meningoseptica	508_t1	0
AAT68577.1	Elizabethkingia meningoseptica	510_t0	0
AAT68577.1	Elizabethkingia meningoseptica	507_t1	1
AAT68577.1	Elizabethkingia meningoseptica	519_t3	4
AAT68577.1	Elizabethkingia meningoseptica	510_t2	0
AAT68577.1	Elizabethkingia meningoseptica	532_t0	0
AAT68577.1	Elizabethkingia meningoseptica	534_t1	0
AAT68577.1	Elizabethkingia meningoseptica	511_t0	0
AAT68577.1	Elizabethkingia meningoseptica	508_t3	0
ABA42118.2	Streptomyces antibioticus	508_t0	0
ABA42118.2	Streptomyces antibioticus	519_t2	2
ABA42118.2	Streptomyces antibioticus	524_t3	0
ABA42118.2	Streptomyces antibioticus	522_t3	0
ABA42118.2	Streptomyces antibioticus	518_t3	1
ABA42118.2	Streptomyces antibioticus	504_t1	0
ABA42118.2	Streptomyces antibioticus	517_t3	0
ABA42118.2	Streptomyces antibioticus	519_t1	8
ABA42118.2	Streptomyces antibioticus	519_t0	5
ABA42118.2	Streptomyces antibioticus	507_t0	2
ABA42118.2	Streptomyces antibioticus	517_t2	0
ABA42118.2	Streptomyces antibioticus	506_t2	0
ABA42118.2	Streptomyces antibioticus	538_t2	0
ABA42118.2	Streptomyces antibioticus	528_t1	1
ABA42118.2	Streptomyces antibioticus	504_t3	0
ABA42118.2	Streptomyces antibioticus	517_t0	0
ABA42118.2	Streptomyces antibioticus	537_t1	1
ABA42118.2	Streptomyces antibioticus	505_t0	1
ABA42118.2	Streptomyces antibioticus	537_t3	0
ABA42118.2	Streptomyces antibioticus	512_t0	0
ABA42118.2	Streptomyces antibioticus	532_t3	4
ABA42118.2	Streptomyces antibioticus	505_t3	1
ABA42118.2	Streptomyces antibioticus	506_t3	0
ABA42118.2	Streptomyces antibioticus	516_t3	0
ABA42118.2	Streptomyces antibioticus	516_t2	0
ABA42118.2	Streptomyces antibioticus	524_t2	0
ABA42118.2	Streptomyces antibioticus	534_t2	0
ABA42118.2	Streptomyces antibioticus	512_t1	0
ABA42118.2	Streptomyces antibioticus	523_t1	5
ABA42118.2	Streptomyces antibioticus	538_t3	0
ABA42118.2	Streptomyces antibioticus	506_t1	1
ABA42118.2	Streptomyces antibioticus	523_t2	0
ABA42118.2	Streptomyces antibioticus	511_t2	33
ABA42118.2	Streptomyces antibioticus	512_t3	0
ABA42118.2	Streptomyces antibioticus	511_t3	0
ABA42118.2	Streptomyces antibioticus	504_t0	0
ABA42118.2	Streptomyces antibioticus	505_t2	0
ABA42118.2	Streptomyces antibioticus	538_t1	0
ABA42118.2	Streptomyces antibioticus	532_t2	4
ABA42118.2	Streptomyces antibioticus	518_t1	2
ABA42118.2	Streptomyces antibioticus	505_t1	6
ABA42118.2	Streptomyces antibioticus	512_t2	0
ABA42118.2	Streptomyces antibioticus	507_t3	0
ABA42118.2	Streptomyces antibioticus	516_t0	0
ABA42118.2	Streptomyces antibioticus	532_t1	8
ABA42118.2	Streptomyces antibioticus	522_t2	2
ABA42118.2	Streptomyces antibioticus	504_t2	0
ABA42118.2	Streptomyces antibioticus	507_t2	0
ABA42118.2	Streptomyces antibioticus	528_t3	0
ABA42118.2	Streptomyces antibioticus	534_t0	0
ABA42118.2	Streptomyces antibioticus	537_t2	0
ABA42118.2	Streptomyces antibioticus	506_t0	0
ABA42118.2	Streptomyces antibioticus	517_t1	0
ABA42118.2	Streptomyces antibioticus	508_t2	0
ABA42118.2	Streptomyces antibioticus	516_t1	2
ABA42118.2	Streptomyces antibioticus	537_t0	0
ABA42118.2	Streptomyces antibioticus	518_t2	3
ABA42118.2	Streptomyces antibioticus	522_t1	1
ABA42118.2	Streptomyces antibioticus	524_t1	0
ABA42118.2	Streptomyces antibioticus	522_t0	0
ABA42118.2	Streptomyces antibioticus	538_t0	0
ABA42118.2	Streptomyces antibioticus	510_t3	0
ABA42118.2	Streptomyces antibioticus	510_t1	0
ABA42118.2	Streptomyces antibioticus	528_t0	1
ABA42118.2	Streptomyces antibioticus	534_t3	1
ABA42118.2	Streptomyces antibioticus	523_t3	0
ABA42118.2	Streptomyces antibioticus	511_t1	1
ABA42118.2	Streptomyces antibioticus	518_t0	8
ABA42118.2	Streptomyces antibioticus	523_t0	1
ABA42118.2	Streptomyces antibioticus	524_t0	0
ABA42118.2	Streptomyces antibioticus	528_t2	0
ABA42118.2	Streptomyces antibioticus	508_t1	0
ABA42118.2	Streptomyces antibioticus	510_t0	5
ABA42118.2	Streptomyces antibioticus	507_t1	0
ABA42118.2	Streptomyces antibioticus	519_t3	0
ABA42118.2	Streptomyces antibioticus	510_t2	0
ABA42118.2	Streptomyces antibioticus	532_t0	7
ABA42118.2	Streptomyces antibioticus	534_t1	0
ABA42118.2	Streptomyces antibioticus	511_t0	0
ABA42118.2	Streptomyces antibioticus	508_t3	0
CAC87665.1	Caulobacter vibrioides	508_t0	0
CAC87665.1	Caulobacter vibrioides	519_t2	1
CAC87665.1	Caulobacter vibrioides	524_t3	0
CAC87665.1	Caulobacter vibrioides	522_t3	0
CAC87665.1	Caulobacter vibrioides	518_t3	0
CAC87665.1	Caulobacter vibrioides	504_t1	1
CAC87665.1	Caulobacter vibrioides	517_t3	0
CAC87665.1	Caulobacter vibrioides	519_t1	2
CAC87665.1	Caulobacter vibrioides	519_t0	0
CAC87665.1	Caulobacter vibrioides	507_t0	1
CAC87665.1	Caulobacter vibrioides	517_t2	0
CAC87665.1	Caulobacter vibrioides	506_t2	0
CAC87665.1	Caulobacter vibrioides	538_t2	0
CAC87665.1	Caulobacter vibrioides	528_t1	2
CAC87665.1	Caulobacter vibrioides	504_t3	0
CAC87665.1	Caulobacter vibrioides	517_t0	0
CAC87665.1	Caulobacter vibrioides	537_t1	1
CAC87665.1	Caulobacter vibrioides	505_t0	1
CAC87665.1	Caulobacter vibrioides	537_t3	0
CAC87665.1	Caulobacter vibrioides	512_t0	0
CAC87665.1	Caulobacter vibrioides	532_t3	0
CAC87665.1	Caulobacter vibrioides	505_t3	0
CAC87665.1	Caulobacter vibrioides	506_t3	0
CAC87665.1	Caulobacter vibrioides	516_t3	0
CAC87665.1	Caulobacter vibrioides	516_t2	0
CAC87665.1	Caulobacter vibrioides	524_t2	0
CAC87665.1	Caulobacter vibrioides	534_t2	0
CAC87665.1	Caulobacter vibrioides	512_t1	0
CAC87665.1	Caulobacter vibrioides	523_t1	0
CAC87665.1	Caulobacter vibrioides	538_t3	0
CAC87665.1	Caulobacter vibrioides	506_t1	0
CAC87665.1	Caulobacter vibrioides	523_t2	0
CAC87665.1	Caulobacter vibrioides	511_t2	0
CAC87665.1	Caulobacter vibrioides	512_t3	0
CAC87665.1	Caulobacter vibrioides	511_t3	0
CAC87665.1	Caulobacter vibrioides	504_t0	0
CAC87665.1	Caulobacter vibrioides	505_t2	0
CAC87665.1	Caulobacter vibrioides	538_t1	0
CAC87665.1	Caulobacter vibrioides	532_t2	0
CAC87665.1	Caulobacter vibrioides	518_t1	1
CAC87665.1	Caulobacter vibrioides	505_t1	2
CAC87665.1	Caulobacter vibrioides	512_t2	0
CAC87665.1	Caulobacter vibrioides	507_t3	0
CAC87665.1	Caulobacter vibrioides	516_t0	0
CAC87665.1	Caulobacter vibrioides	532_t1	0
CAC87665.1	Caulobacter vibrioides	522_t2	0
CAC87665.1	Caulobacter vibrioides	504_t2	1
CAC87665.1	Caulobacter vibrioides	507_t2	0
CAC87665.1	Caulobacter vibrioides	528_t3	0
CAC87665.1	Caulobacter vibrioides	534_t0	0
CAC87665.1	Caulobacter vibrioides	537_t2	0
CAC87665.1	Caulobacter vibrioides	506_t0	0
CAC87665.1	Caulobacter vibrioides	517_t1	0
CAC87665.1	Caulobacter vibrioides	508_t2	0
CAC87665.1	Caulobacter vibrioides	516_t1	0
CAC87665.1	Caulobacter vibrioides	537_t0	0
CAC87665.1	Caulobacter vibrioides	518_t2	0
CAC87665.1	Caulobacter vibrioides	522_t1	0
CAC87665.1	Caulobacter vibrioides	524_t1	0
CAC87665.1	Caulobacter vibrioides	522_t0	0
CAC87665.1	Caulobacter vibrioides	538_t0	0
CAC87665.1	Caulobacter vibrioides	510_t3	0
CAC87665.1	Caulobacter vibrioides	510_t1	0
CAC87665.1	Caulobacter vibrioides	528_t0	0
CAC87665.1	Caulobacter vibrioides	534_t3	0
CAC87665.1	Caulobacter vibrioides	523_t3	0
CAC87665.1	Caulobacter vibrioides	511_t1	0
CAC87665.1	Caulobacter vibrioides	518_t0	0
CAC87665.1	Caulobacter vibrioides	523_t0	0
CAC87665.1	Caulobacter vibrioides	524_t0	1
CAC87665.1	Caulobacter vibrioides	528_t2	0
CAC87665.1	Caulobacter vibrioides	508_t1	0
CAC87665.1	Caulobacter vibrioides	510_t0	0
CAC87665.1	Caulobacter vibrioides	507_t1	0
CAC87665.1	Caulobacter vibrioides	519_t3	0
CAC87665.1	Caulobacter vibrioides	510_t2	0
CAC87665.1	Caulobacter vibrioides	532_t0	0
CAC87665.1	Caulobacter vibrioides	534_t1	1
CAC87665.1	Caulobacter vibrioides	511_t0	0
CAC87665.1	Caulobacter vibrioides	508_t3	0
CAD61201.1	Pseudomonas aeruginosa	508_t0	0
CAD61201.1	Pseudomonas aeruginosa	519_t2	35
CAD61201.1	Pseudomonas aeruginosa	524_t3	0
CAD61201.1	Pseudomonas aeruginosa	522_t3	0
CAD61201.1	Pseudomonas aeruginosa	518_t3	0
CAD61201.1	Pseudomonas aeruginosa	504_t1	39
CAD61201.1	Pseudomonas aeruginosa	517_t3	0
CAD61201.1	Pseudomonas aeruginosa	519_t1	50
CAD61201.1	Pseudomonas aeruginosa	519_t0	73
CAD61201.1	Pseudomonas aeruginosa	507_t0	0
CAD61201.1	Pseudomonas aeruginosa	517_t2	0
CAD61201.1	Pseudomonas aeruginosa	506_t2	1
CAD61201.1	Pseudomonas aeruginosa	538_t2	0
CAD61201.1	Pseudomonas aeruginosa	528_t1	1
CAD61201.1	Pseudomonas aeruginosa	504_t3	0
CAD61201.1	Pseudomonas aeruginosa	517_t0	0
CAD61201.1	Pseudomonas aeruginosa	537_t1	6
CAD61201.1	Pseudomonas aeruginosa	505_t0	1
CAD61201.1	Pseudomonas aeruginosa	537_t3	71
CAD61201.1	Pseudomonas aeruginosa	512_t0	0
CAD61201.1	Pseudomonas aeruginosa	532_t3	20
CAD61201.1	Pseudomonas aeruginosa	505_t3	0
CAD61201.1	Pseudomonas aeruginosa	506_t3	0
CAD61201.1	Pseudomonas aeruginosa	516_t3	0
CAD61201.1	Pseudomonas aeruginosa	516_t2	0
CAD61201.1	Pseudomonas aeruginosa	524_t2	0
CAD61201.1	Pseudomonas aeruginosa	534_t2	0
CAD61201.1	Pseudomonas aeruginosa	512_t1	0
CAD61201.1	Pseudomonas aeruginosa	523_t1	0
CAD61201.1	Pseudomonas aeruginosa	538_t3	0
CAD61201.1	Pseudomonas aeruginosa	506_t1	4
CAD61201.1	Pseudomonas aeruginosa	523_t2	0
CAD61201.1	Pseudomonas aeruginosa	511_t2	0
CAD61201.1	Pseudomonas aeruginosa	512_t3	0
CAD61201.1	Pseudomonas aeruginosa	511_t3	0
CAD61201.1	Pseudomonas aeruginosa	504_t0	46
CAD61201.1	Pseudomonas aeruginosa	505_t2	1
CAD61201.1	Pseudomonas aeruginosa	538_t1	0
CAD61201.1	Pseudomonas aeruginosa	532_t2	24
CAD61201.1	Pseudomonas aeruginosa	518_t1	4
CAD61201.1	Pseudomonas aeruginosa	505_t1	1
CAD61201.1	Pseudomonas aeruginosa	512_t2	0
CAD61201.1	Pseudomonas aeruginosa	507_t3	0
CAD61201.1	Pseudomonas aeruginosa	516_t0	11
CAD61201.1	Pseudomonas aeruginosa	532_t1	25
CAD61201.1	Pseudomonas aeruginosa	522_t2	0
CAD61201.1	Pseudomonas aeruginosa	504_t2	0
CAD61201.1	Pseudomonas aeruginosa	507_t2	0
CAD61201.1	Pseudomonas aeruginosa	528_t3	0
CAD61201.1	Pseudomonas aeruginosa	534_t0	0
CAD61201.1	Pseudomonas aeruginosa	537_t2	43
CAD61201.1	Pseudomonas aeruginosa	506_t0	6
CAD61201.1	Pseudomonas aeruginosa	517_t1	0
CAD61201.1	Pseudomonas aeruginosa	508_t2	0
CAD61201.1	Pseudomonas aeruginosa	516_t1	0
CAD61201.1	Pseudomonas aeruginosa	537_t0	61
CAD61201.1	Pseudomonas aeruginosa	518_t2	0
CAD61201.1	Pseudomonas aeruginosa	522_t1	0
CAD61201.1	Pseudomonas aeruginosa	524_t1	0
CAD61201.1	Pseudomonas aeruginosa	522_t0	0
CAD61201.1	Pseudomonas aeruginosa	538_t0	0
CAD61201.1	Pseudomonas aeruginosa	510_t3	0
CAD61201.1	Pseudomonas aeruginosa	510_t1	0
CAD61201.1	Pseudomonas aeruginosa	528_t0	0
CAD61201.1	Pseudomonas aeruginosa	534_t3	0
CAD61201.1	Pseudomonas aeruginosa	523_t3	0
CAD61201.1	Pseudomonas aeruginosa	511_t1	2
CAD61201.1	Pseudomonas aeruginosa	518_t0	2
CAD61201.1	Pseudomonas aeruginosa	523_t0	0
CAD61201.1	Pseudomonas aeruginosa	524_t0	5
CAD61201.1	Pseudomonas aeruginosa	528_t2	0
CAD61201.1	Pseudomonas aeruginosa	508_t1	0
CAD61201.1	Pseudomonas aeruginosa	510_t0	0
CAD61201.1	Pseudomonas aeruginosa	507_t1	0
CAD61201.1	Pseudomonas aeruginosa	519_t3	0
CAD61201.1	Pseudomonas aeruginosa	510_t2	0
CAD61201.1	Pseudomonas aeruginosa	532_t0	23
CAD61201.1	Pseudomonas aeruginosa	534_t1	0
CAD61201.1	Pseudomonas aeruginosa	511_t0	6
CAD61201.1	Pseudomonas aeruginosa	508_t3	0
ACJ41739.1	Acinetobacter baumannii AB0057	508_t0	0
ACJ41739.1	Acinetobacter baumannii AB0057	519_t2	32
ACJ41739.1	Acinetobacter baumannii AB0057	524_t3	14
ACJ41739.1	Acinetobacter baumannii AB0057	522_t3	3
ACJ41739.1	Acinetobacter baumannii AB0057	518_t3	29
ACJ41739.1	Acinetobacter baumannii AB0057	504_t1	80
ACJ41739.1	Acinetobacter baumannii AB0057	517_t3	0
ACJ41739.1	Acinetobacter baumannii AB0057	519_t1	62
ACJ41739.1	Acinetobacter baumannii AB0057	519_t0	66
ACJ41739.1	Acinetobacter baumannii AB0057	507_t0	6
ACJ41739.1	Acinetobacter baumannii AB0057	517_t2	1
ACJ41739.1	Acinetobacter baumannii AB0057	506_t2	30
ACJ41739.1	Acinetobacter baumannii AB0057	538_t2	81
ACJ41739.1	Acinetobacter baumannii AB0057	528_t1	12
ACJ41739.1	Acinetobacter baumannii AB0057	504_t3	21
ACJ41739.1	Acinetobacter baumannii AB0057	517_t0	21
ACJ41739.1	Acinetobacter baumannii AB0057	537_t1	18
ACJ41739.1	Acinetobacter baumannii AB0057	505_t0	9
ACJ41739.1	Acinetobacter baumannii AB0057	537_t3	104
ACJ41739.1	Acinetobacter baumannii AB0057	512_t0	30
ACJ41739.1	Acinetobacter baumannii AB0057	532_t3	75
ACJ41739.1	Acinetobacter baumannii AB0057	505_t3	6
ACJ41739.1	Acinetobacter baumannii AB0057	506_t3	61
ACJ41739.1	Acinetobacter baumannii AB0057	516_t3	14
ACJ41739.1	Acinetobacter baumannii AB0057	516_t2	0
ACJ41739.1	Acinetobacter baumannii AB0057	524_t2	1
ACJ41739.1	Acinetobacter baumannii AB0057	534_t2	6
ACJ41739.1	Acinetobacter baumannii AB0057	512_t1	23
ACJ41739.1	Acinetobacter baumannii AB0057	523_t1	16
ACJ41739.1	Acinetobacter baumannii AB0057	538_t3	100
ACJ41739.1	Acinetobacter baumannii AB0057	506_t1	25
ACJ41739.1	Acinetobacter baumannii AB0057	523_t2	0
ACJ41739.1	Acinetobacter baumannii AB0057	511_t2	0
ACJ41739.1	Acinetobacter baumannii AB0057	512_t3	4
ACJ41739.1	Acinetobacter baumannii AB0057	511_t3	1
ACJ41739.1	Acinetobacter baumannii AB0057	504_t0	90
ACJ41739.1	Acinetobacter baumannii AB0057	505_t2	3
ACJ41739.1	Acinetobacter baumannii AB0057	538_t1	149
ACJ41739.1	Acinetobacter baumannii AB0057	532_t2	63
ACJ41739.1	Acinetobacter baumannii AB0057	518_t1	34
ACJ41739.1	Acinetobacter baumannii AB0057	505_t1	14
ACJ41739.1	Acinetobacter baumannii AB0057	512_t2	5
ACJ41739.1	Acinetobacter baumannii AB0057	507_t3	28
ACJ41739.1	Acinetobacter baumannii AB0057	516_t0	20
ACJ41739.1	Acinetobacter baumannii AB0057	532_t1	31
ACJ41739.1	Acinetobacter baumannii AB0057	522_t2	45
ACJ41739.1	Acinetobacter baumannii AB0057	504_t2	10
ACJ41739.1	Acinetobacter baumannii AB0057	507_t2	14
ACJ41739.1	Acinetobacter baumannii AB0057	528_t3	1
ACJ41739.1	Acinetobacter baumannii AB0057	534_t0	5
ACJ41739.1	Acinetobacter baumannii AB0057	537_t2	36
ACJ41739.1	Acinetobacter baumannii AB0057	506_t0	24
ACJ41739.1	Acinetobacter baumannii AB0057	517_t1	13
ACJ41739.1	Acinetobacter baumannii AB0057	508_t2	0
ACJ41739.1	Acinetobacter baumannii AB0057	516_t1	6
ACJ41739.1	Acinetobacter baumannii AB0057	537_t0	85
ACJ41739.1	Acinetobacter baumannii AB0057	518_t2	5
ACJ41739.1	Acinetobacter baumannii AB0057	522_t1	22
ACJ41739.1	Acinetobacter baumannii AB0057	524_t1	1
ACJ41739.1	Acinetobacter baumannii AB0057	522_t0	19
ACJ41739.1	Acinetobacter baumannii AB0057	538_t0	86
ACJ41739.1	Acinetobacter baumannii AB0057	510_t3	30
ACJ41739.1	Acinetobacter baumannii AB0057	510_t1	38
ACJ41739.1	Acinetobacter baumannii AB0057	528_t0	20
ACJ41739.1	Acinetobacter baumannii AB0057	534_t3	4
ACJ41739.1	Acinetobacter baumannii AB0057	523_t3	1
ACJ41739.1	Acinetobacter baumannii AB0057	511_t1	182
ACJ41739.1	Acinetobacter baumannii AB0057	518_t0	56
ACJ41739.1	Acinetobacter baumannii AB0057	523_t0	10
ACJ41739.1	Acinetobacter baumannii AB0057	524_t0	13
ACJ41739.1	Acinetobacter baumannii AB0057	528_t2	0
ACJ41739.1	Acinetobacter baumannii AB0057	508_t1	1
ACJ41739.1	Acinetobacter baumannii AB0057	510_t0	19
ACJ41739.1	Acinetobacter baumannii AB0057	507_t1	5
